Cycle Index,Chg. Cap.(Ah),DChg. Cap.(Ah),Chg.-DChg. Eff(%),Chg. Energy(Wh),DChg. Energy(Wh),Chg. Time,DChg. Time
,Step Index,Step Number,Step Type,Step Time,Capacity(Ah),Energy(Wh),Oneset Volt.(V),End Voltage(V),V1 Oneset Volt.(V),V1 End Voltage(V),T1 Oneset T(?),T1 End T(?),CPU1 Oneset T(?),CPU1 End T(?)
,,DataPoint,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Energy(Wh),Date,Power(W),V1(V),T1(?),CPU(?),Aux. Vmax(V),Aux. Vmin(V),Aux.Ave.Volt.(V),Aux. ?V(V),Aux. Tmax(?),Aux. Tmin(?),Aux.Ave.T(?),Aux. ?T(?)
,,126,00:03:24,00:06:35,0.00000,4.3999,0.000000000,0.00000,2026-03-06 12:44:00,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,127,00:03:26,00:06:37,0.00000,4.3996,0.000000000,0.00000,2026-03-06 12:44:02,0.00000,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,128,00:03:28,00:06:39,0.00000,4.3994,0.000000000,0.00000,2026-03-06 12:44:04,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,129,00:03:30,00:06:41,0.00000,4.3991,0.000000000,0.00000,2026-03-06 12:44:06,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,130,00:03:32,00:06:43,0.00000,4.3989,0.000000000,0.00000,2026-03-06 12:44:08,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,131,00:03:34,00:06:45,0.00000,4.3987,0.000000000,0.00000,2026-03-06 12:44:10,0.00000,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,132,00:03:36,00:06:47,0.00000,4.3985,0.000000000,0.00000,2026-03-06 12:44:12,0.00000,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,133,00:03:38,00:06:49,0.00000,4.3982,0.000000000,0.00000,2026-03-06 12:44:14,0.00000,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,134,00:03:40,00:06:51,0.00000,4.3980,0.000000000,0.00000,2026-03-06 12:44:16,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,135,00:03:42,00:06:53,0.00000,4.3978,0.000000000,0.00000,2026-03-06 12:44:18,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,136,00:03:44,00:06:55,0.00000,4.3976,0.000000000,0.00000,2026-03-06 12:44:20,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,137,00:03:46,00:06:57,0.00000,4.3974,0.000000000,0.00000,2026-03-06 12:44:22,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,138,00:03:48,00:06:59,0.00000,4.3972,0.000000000,0.00000,2026-03-06 12:44:24,0.00000,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,139,00:03:50,00:07:01,0.00000,4.3971,0.000000000,0.00000,2026-03-06 12:44:26,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,140,00:03:52,00:07:03,0.00000,4.3967,0.000000000,0.00000,2026-03-06 12:44:28,0.00000,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,141,00:03:54,00:07:05,0.00000,4.3966,0.000000000,0.00000,2026-03-06 12:44:30,0.00000,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,142,00:03:56,00:07:07,0.00000,4.3963,0.000000000,0.00000,2026-03-06 12:44:32,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,143,00:03:58,00:07:09,0.00000,4.3961,0.000000000,0.00000,2026-03-06 12:44:34,0.00000,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,144,00:04:00,00:07:11,0.00000,4.3960,0.000000000,0.00000,2026-03-06 12:44:36,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,145,00:04:02,00:07:13,0.00000,4.3958,0.000000000,0.00000,2026-03-06 12:44:38,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,146,00:04:04,00:07:15,0.00000,4.3956,0.000000000,0.00000,2026-03-06 12:44:40,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,147,00:04:06,00:07:17,0.00000,4.3954,0.000000000,0.00000,2026-03-06 12:44:42,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,148,00:04:08,00:07:19,0.00000,4.3952,0.000000000,0.00000,2026-03-06 12:44:44,0.00000,0.0000,26.61,25.73,0.0000,0.0000,0.0000,0.0000,26.61,25.73,26.17,0.88
,,149,00:04:10,00:07:21,0.00000,4.3950,0.000000000,0.00000,2026-03-06 12:44:46,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,150,00:04:12,00:07:23,0.00000,4.3948,0.000000000,0.00000,2026-03-06 12:44:48,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,151,00:04:14,00:07:25,0.00000,4.3947,0.000000000,0.00000,2026-03-06 12:44:50,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,152,00:04:16,00:07:27,0.00000,4.3944,0.000000000,0.00000,2026-03-06 12:44:52,0.00000,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,153,00:04:18,00:07:29,0.00000,4.3943,0.000000000,0.00000,2026-03-06 12:44:54,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,154,00:04:20,00:07:31,0.00000,4.3940,0.000000000,0.00000,2026-03-06 12:44:56,0.00000,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,155,00:04:22,00:07:33,0.00000,4.3938,0.000000000,0.00000,2026-03-06 12:44:58,0.00000,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,156,00:04:24,00:07:35,0.00000,4.3938,0.000000000,0.00000,2026-03-06 12:45:00,0.00000,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,157,00:04:26,00:07:37,0.00000,4.3935,0.000000000,0.00000,2026-03-06 12:45:02,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,158,00:04:28,00:07:39,0.00000,4.3933,0.000000000,0.00000,2026-03-06 12:45:04,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,159,00:04:30,00:07:41,0.00000,4.3932,0.000000000,0.00000,2026-03-06 12:45:06,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,160,00:04:32,00:07:43,0.00000,4.3930,0.000000000,0.00000,2026-03-06 12:45:08,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,161,00:04:34,00:07:45,0.00000,4.3928,0.000000000,0.00000,2026-03-06 12:45:10,0.00000,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,162,00:04:36,00:07:47,0.00000,4.3926,0.000000000,0.00000,2026-03-06 12:45:12,0.00000,0.0000,26.61,25.92,0.0000,0.0000,0.0000,0.0000,26.61,25.92,26.26,0.69
,,163,00:04:38,00:07:49,0.00000,4.3926,0.000000000,0.00000,2026-03-06 12:45:14,0.00000,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,164,00:04:40,00:07:51,0.00000,4.3923,0.000000000,0.00000,2026-03-06 12:45:16,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,165,00:04:42,00:07:53,0.00000,4.3921,0.000000000,0.00000,2026-03-06 12:45:18,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,166,00:04:44,00:07:55,0.00000,4.3920,0.000000000,0.00000,2026-03-06 12:45:20,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,167,00:04:46,00:07:57,0.00000,4.3918,0.000000000,0.00000,2026-03-06 12:45:22,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,168,00:04:48,00:07:59,0.00000,4.3918,0.000000000,0.00000,2026-03-06 12:45:24,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,169,00:04:50,00:08:01,0.00000,4.3915,0.000000000,0.00000,2026-03-06 12:45:26,0.00000,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,170,00:04:52,00:08:03,0.00000,4.3914,0.000000000,0.00000,2026-03-06 12:45:28,0.00000,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,171,00:04:54,00:08:05,0.00000,4.3911,0.000000000,0.00000,2026-03-06 12:45:30,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,172,00:04:56,00:08:07,0.00000,4.3910,0.000000000,0.00000,2026-03-06 12:45:32,0.00000,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,173,00:04:58,00:08:09,0.00000,4.3908,0.000000000,0.00000,2026-03-06 12:45:34,0.00000,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,174,00:05:00,00:08:11,0.00000,4.3907,0.000000000,0.00000,2026-03-06 12:45:36,0.00000,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,4,4,CC DChg,00:41:50,0.33067,1.34319,4.3366,3.9000,0.0000,0.0000,26.61,26.78,25.17,25.36
,,175,00:00:00,00:08:11,-0.50000,4.3366,0.000000000,0.00000,2026-03-06 12:45:36,-2.16832,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,176,00:00:30,00:08:41,-0.47417,4.2521,0.003952853,0.01690,2026-03-06 12:46:06,-2.01619,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,177,00:00:49,00:09:01,-0.47417,4.2366,0.006547619,0.02791,2026-03-06 12:46:26,-2.00888,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,178,00:01:00,00:09:11,-0.47417,4.2306,0.007904271,0.03365,2026-03-06 12:46:36,-2.00601,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,179,00:01:30,00:09:41,-0.47416,4.2169,0.011855679,0.05034,2026-03-06 12:47:06,-1.99950,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,180,00:02:00,00:10:11,-0.47417,4.2067,0.015807088,0.06698,2026-03-06 12:47:36,-1.99470,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,181,00:02:30,00:10:41,-0.47417,4.1985,0.019758515,0.08359,2026-03-06 12:48:06,-1.99081,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,182,00:03:00,00:11:11,-0.47417,4.1917,0.023709944,0.10016,2026-03-06 12:48:36,-1.98760,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,183,00:03:30,00:11:41,-0.47417,4.1856,0.027661372,0.11672,2026-03-06 12:49:06,-1.98467,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,184,00:04:00,00:12:11,-0.47417,4.1800,0.031612806,0.13324,2026-03-06 12:49:36,-1.98201,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,185,00:04:30,00:12:41,-0.47417,4.1748,0.035564233,0.14975,2026-03-06 12:50:06,-1.97954,0.0000,26.61,25.54,0.0000,0.0000,0.0000,0.0000,26.61,25.54,26.07,1.07
,,186,00:05:00,00:13:11,-0.47417,4.1699,0.039515667,0.16624,2026-03-06 12:50:36,-1.97725,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,187,00:05:30,00:13:41,-0.47417,4.1653,0.043467104,0.18270,2026-03-06 12:51:06,-1.97506,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,188,00:06:00,00:14:11,-0.47417,4.1607,0.047418531,0.19915,2026-03-06 12:51:36,-1.97289,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,189,00:06:30,00:14:41,-0.47418,4.1565,0.051369950,0.21559,2026-03-06 12:52:06,-1.97089,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,190,00:07:00,00:15:11,-0.47417,4.1523,0.055321362,0.23200,2026-03-06 12:52:36,-1.96889,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,191,00:07:30,00:15:41,-0.47418,4.1481,0.059272788,0.24840,2026-03-06 12:53:06,-1.96696,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,192,00:08:00,00:16:11,-0.47417,4.1442,0.063224204,0.26478,2026-03-06 12:53:36,-1.96506,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,193,00:08:30,00:16:41,-0.47417,4.1402,0.067175627,0.28115,2026-03-06 12:54:06,-1.96316,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,194,00:08:57,00:17:08,-0.47417,4.1366,0.070784591,0.29609,2026-03-06 12:54:34,-1.96144,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,195,00:09:00,00:17:11,-0.47417,4.1363,0.071127042,0.29750,2026-03-06 12:54:36,-1.96130,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,196,00:09:30,00:17:41,-0.47417,4.1325,0.075078443,0.31384,2026-03-06 12:55:06,-1.95951,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,197,00:10:00,00:18:11,-0.47417,4.1288,0.079029843,0.33016,2026-03-06 12:55:36,-1.95773,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,198,00:10:30,00:18:41,-0.47417,4.1251,0.082981251,0.34647,2026-03-06 12:56:06,-1.95598,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,199,00:11:00,00:19:11,-0.47417,4.1215,0.086932659,0.36276,2026-03-06 12:56:36,-1.95429,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,200,00:11:30,00:19:41,-0.47417,4.1180,0.090884060,0.37904,2026-03-06 12:57:06,-1.95262,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,201,00:12:00,00:20:11,-0.47417,4.1144,0.094835468,0.39530,2026-03-06 12:57:36,-1.95092,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,202,00:12:30,00:20:41,-0.47417,4.1111,0.098786876,0.41156,2026-03-06 12:58:06,-1.94937,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,203,00:13:00,00:21:11,-0.47417,4.1077,0.102738284,0.42779,2026-03-06 12:58:36,-1.94773,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,204,00:13:30,00:21:41,-0.47417,4.1044,0.106689706,0.44402,2026-03-06 12:59:06,-1.94618,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,205,00:14:00,00:22:11,-0.47416,4.1011,0.110641107,0.46023,2026-03-06 12:59:36,-1.94456,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,206,00:14:30,00:22:41,-0.47417,4.0979,0.114592530,0.47643,2026-03-06 13:00:06,-1.94310,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,207,00:15:00,00:23:11,-0.47417,4.0947,0.118543975,0.49261,2026-03-06 13:00:36,-1.94158,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,208,00:15:30,00:23:41,-0.47418,4.0916,0.122495398,0.50879,2026-03-06 13:01:06,-1.94013,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,209,00:16:00,00:24:11,-0.47417,4.0885,0.126446813,0.52495,2026-03-06 13:01:36,-1.93863,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,210,00:16:30,00:24:41,-0.47417,4.0855,0.130398229,0.54110,2026-03-06 13:02:06,-1.93720,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,211,00:17:00,00:25:11,-0.47417,4.0824,0.134349659,0.55724,2026-03-06 13:02:36,-1.93575,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,212,00:17:30,00:25:41,-0.47417,4.0795,0.138301075,0.57336,2026-03-06 13:03:06,-1.93438,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,213,00:18:00,00:26:11,-0.47417,4.0764,0.142252505,0.58948,2026-03-06 13:03:36,-1.93292,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,214,00:18:30,00:26:41,-0.47417,4.0735,0.146203935,0.60558,2026-03-06 13:04:06,-1.93155,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,215,00:19:00,00:27:11,-0.47418,4.0708,0.150155365,0.62167,2026-03-06 13:04:36,-1.93026,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,216,00:19:30,00:27:41,-0.47417,4.0677,0.154106811,0.63775,2026-03-06 13:05:06,-1.92880,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,217,00:20:00,00:28:11,-0.47417,4.0650,0.158058241,0.65382,2026-03-06 13:05:36,-1.92749,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,218,00:20:30,00:28:41,-0.47418,4.0621,0.162009671,0.66987,2026-03-06 13:06:06,-1.92612,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,219,00:21:00,00:29:11,-0.47417,4.0592,0.165961102,0.68592,2026-03-06 13:06:36,-1.92476,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,220,00:21:30,00:29:41,-0.47417,4.0563,0.169912517,0.70195,2026-03-06 13:07:06,-1.92340,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,221,00:22:00,00:30:11,-0.47417,4.0535,0.173863932,0.71797,2026-03-06 13:07:36,-1.92203,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,222,00:22:30,00:30:41,-0.47417,4.0507,0.177815363,0.73399,2026-03-06 13:08:06,-1.92073,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,223,00:23:00,00:31:11,-0.47416,4.0478,0.181766763,0.74999,2026-03-06 13:08:36,-1.91932,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,224,00:23:30,00:31:41,-0.47417,4.0449,0.185718179,0.76597,2026-03-06 13:09:06,-1.91798,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,225,00:24:00,00:32:11,-0.47416,4.0420,0.189669579,0.78195,2026-03-06 13:09:36,-1.91658,0.0000,26.61,24.98,0.0000,0.0000,0.0000,0.0000,26.61,24.98,25.79,1.63
,,226,00:24:30,00:32:41,-0.47417,4.0391,0.193620980,0.79792,2026-03-06 13:10:06,-1.91523,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,227,00:24:56,00:33:07,-0.47417,4.0365,0.197085038,0.81191,2026-03-06 13:10:33,-1.91400,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,228,00:25:00,00:33:11,-0.47417,4.0361,0.197572380,0.81387,2026-03-06 13:10:36,-1.91380,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,229,00:25:30,00:33:41,-0.47417,4.0333,0.201523781,0.82982,2026-03-06 13:11:06,-1.91248,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,230,00:26:00,00:34:11,-0.47417,4.0303,0.205475181,0.84575,2026-03-06 13:11:36,-1.91105,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,231,00:26:30,00:34:41,-0.47417,4.0273,0.209426582,0.86167,2026-03-06 13:12:06,-1.90962,0.0000,26.61,24.98,0.0000,0.0000,0.0000,0.0000,26.61,24.98,25.79,1.63
,,232,00:27:00,00:35:11,-0.47417,4.0243,0.213377997,0.87757,2026-03-06 13:12:36,-1.90821,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,233,00:27:30,00:35:41,-0.47417,4.0213,0.217329428,0.89347,2026-03-06 13:13:06,-1.90676,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,234,00:28:00,00:36:11,-0.47417,4.0181,0.221280873,0.90935,2026-03-06 13:13:36,-1.90527,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,235,00:28:30,00:36:41,-0.47417,4.0149,0.225232303,0.92523,2026-03-06 13:14:06,-1.90376,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,236,00:29:00,00:37:11,-0.47417,4.0117,0.229183733,0.94108,2026-03-06 13:14:36,-1.90223,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,237,00:29:30,00:37:41,-0.47417,4.0085,0.233135164,0.95693,2026-03-06 13:15:06,-1.90072,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
,,238,00:30:00,00:38:11,-0.47418,4.0053,0.237086594,0.97276,2026-03-06 13:15:36,-1.89921,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,239,00:30:30,00:38:41,-0.47417,4.0018,0.241038010,0.98858,2026-03-06 13:16:06,-1.89754,0.0000,26.61,25.36,0.0000,0.0000,0.0000,0.0000,26.61,25.36,25.98,1.25
,,240,00:31:00,00:39:11,-0.47417,3.9984,0.244989440,1.00439,2026-03-06 13:16:36,-1.89592,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,241,00:31:30,00:39:41,-0.47417,3.9950,0.248940855,1.02018,2026-03-06 13:17:06,-1.89433,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,242,00:32:00,00:40:11,-0.47417,3.9915,0.252892286,1.03596,2026-03-06 13:17:36,-1.89268,0.0000,26.78,24.98,0.0000,0.0000,0.0000,0.0000,26.78,24.98,25.88,1.80
,,243,00:32:30,00:40:41,-0.47417,3.9879,0.256843716,1.05173,2026-03-06 13:18:06,-1.89096,0.0000,26.78,25.54,0.0000,0.0000,0.0000,0.0000,26.78,25.54,26.16,1.24
,,244,00:33:00,00:41:11,-0.47417,3.9842,0.260795176,1.06748,2026-03-06 13:18:36,-1.88919,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,245,00:33:30,00:41:41,-0.47417,3.9805,0.264746606,1.08321,2026-03-06 13:19:06,-1.88747,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,246,00:34:00,00:42:11,-0.47417,3.9767,0.268698066,1.09893,2026-03-06 13:19:36,-1.88564,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,247,00:34:30,00:42:41,-0.47417,3.9727,0.272649497,1.11464,2026-03-06 13:20:06,-1.88376,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,248,00:35:00,00:43:11,-0.47417,3.9687,0.276600927,1.13033,2026-03-06 13:20:36,-1.88184,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,249,00:35:30,00:43:41,-0.47417,3.9646,0.280552387,1.14600,2026-03-06 13:21:06,-1.87990,0.0000,26.61,24.98,0.0000,0.0000,0.0000,0.0000,26.61,24.98,25.79,1.63
,,250,00:36:00,00:44:11,-0.47417,3.9603,0.284503818,1.16166,2026-03-06 13:21:36,-1.87786,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,251,00:36:30,00:44:41,-0.47417,3.9560,0.288455278,1.17730,2026-03-06 13:22:06,-1.87582,0.0000,26.78,25.17,0.0000,0.0000,0.0000,0.0000,26.78,25.17,25.97,1.61
,,252,00:37:00,00:45:11,-0.47417,3.9515,0.292406708,1.19292,2026-03-06 13:22:36,-1.87371,0.0000,26.61,25.17,0.0000,0.0000,0.0000,0.0000,26.61,25.17,25.89,1.44
,,253,00:37:30,00:45:41,-0.47417,3.9470,0.296358138,1.20853,2026-03-06 13:23:06,-1.87158,0.0000,26.78,25.36,0.0000,0.0000,0.0000,0.0000,26.78,25.36,26.07,1.42
